"小悪魔A","Imp A"
"店員は貴方のほほをそっと手のひらで撫でると、
そう貴方にアドバイスを送りながら突き上げを受け止める。
そんな彼女に、貴方は今日は彼女の方を先にイかせると、
そう宣言しながら一生懸命腰を振る。",""
"<店員>
『え？私を、ですか？…お客様、
　何かを勘違いされているようですね。私が見せて欲しいと、
　先ほど言った意地はそういうことではありませんよ？』",""
"<店員>
『ただ、ほんの少しの間射精を堪えて、
　呆気なく暴発させられない様に、という意味です。
　なぜなら、イかせあいなんてしたら……』",""
"<店員>
『おちんちんがおまんこに勝てるわけないじゃないですか♡
　このダンジョンをそんなに強くなるまでプレイしたのに、
　まだそんな基本的なことが分かっていなかったんですか？』",""
"店員は貴方の突き上げを余裕の笑みで受け止めながら、
貴方にそう言い聞かせるように告げる。
そんな彼女の余裕を突き崩したくて、
貴方は蜜壺の感触に悶えながらも突き上げを続けた。",""
"<店員>
『これは、助言が必要なようですね。
　いくら最強になっても、
　おちんちんはおまんこに勝つことはできない……♡』",""
"<店員>
『その事実をきちんと把握していなければ、
　どこかのモンスターに呆気なく負けてしまうでしょう。
　ですので…私がお客様の認識を正してあげますね♡』",""
"<店員>
『これもゲームクリアが近い、お客様のためです。
　私のおまんことのイかせあいに惨敗して、
　しっかりと現実を見てくださいね？♡』",""
"店員は膣を締め付け、蜜壺を肉棒に吸い付かせる。
そのまま貴方の腰のリズムに合わせながら、
自身もお尻を振り下ろすようにして迎え撃つ。",""
"腰を突き上げるたびに肉棒はざらざらとした膣壁に擦れ、
自分だけが動いていたときの2倍の快感に、
貴方は思わずうめいて腰の動きを止めてしまう。",""
"<店員>
『うふふ♡たった一突きで、
　おまんこの強さを思い知ってしまいましたか？
　腰が止まっていますよ♡』",""
"<店員>
『おまんこに吸い付かれて、締め付けられて、
　おちんちん全体をざらざら擦られる…
　それがとても気持ちよかったんですよね。』",""
"<店員>
『今、イかせあいでは私には勝てないと、
　そうお認めになるのなら…手加減しながら、
　じっくりおまんこを楽しませて差し上げますよ？』",""
"店員はくすくすと腰を止めた貴方を見下ろしながら、
そうイかせあいを諦めるよう促す。
そんな彼女の言葉を貴方は認めることができず、
何とか再び腰を動かし始める。",""
"<店員>
『そうですか、まだ認められませんか。
　勝ち目のない戦いにこだわるなんて、
　あまり関心できることではありませんね♡』",""
"<店員>
『最強まで強くなって、
　変な驕りでも出てしまったのでしょうか。
　分かりました、それでは、続けましょう。』",""
"<店員>
『貴方のおちんちんを正面から迎え撃って、
　おまんこの中で敗北宣言させてしまいますね。
　覚悟してください、お客様♡』",""
"店員はそう言いながら再び腰を振り始める。
貴方の突き上げは彼女の振り下ろしに飲み込まれ、
先端から根元まで肉棒を擦り下ろさらせる感覚に、
貴方はやはり腰の動きがゆるくなってしまう。",""
"それでもなんとか腰を突き上げるも、
その勢いは最初の勢いとは比べ物にならない。
そんな貴方の突き上げを彼女は容赦なく、
腰を振って飲み込んでいく。",""
"<店員>
『ほら、ほら♡なんですか、その情けない突き上げは♡
　ただ腰をへこへこさせているだけの、
　みっともない突き上げじゃないですか♡』",""
"<店員>
『せめて最初のころのように突き上げないと、
　イかせあいの勝負にすらなりませんよ。
　もっと頑張ってください、お客様♡』",""
"<店員>
『お客様自身が、イかせあいを望んだのですから。
　自分から挑戦した勝負で何もできずに呆気なく、
　敗北してしまうことほど恥ずかしいことはないですよね？』",""
"店員は貴方をそう叱咤しながら腰を振り続ける。
肉棒全体に感じる生温かい蜜壺に、
絡めとられ、搾り取られる快楽を感じ、
貴方の突き上げはますます弱くなってしまう。",""
"<店員>
『全く…少しおまんこに反撃されただけで、
　何もできなくなってしまうだなんてダメおちんちんですね。
　私が腰の振り方を教えてあげますよ♡』",""
"<店員>
『こんな風に、丁寧に相手の形に合わせるようにして…
　ただ激しいだけではなく、痛みを感じさせないよう、
　しっかりと考えながら腰を振るんです♡』",""
"<店員>
『そんな腰ふりが、イかせあいでは、
　一番おちんちんにとってダメージとなるんですよね。
　やり方は男性側も同じですよ♡』",""
"<店員>
『やみくもに腰を振るだけではなく、
　しっかり相手のことを思いやりながら、
　リズムを付けて腰を振ってくださいね。』",""
"店員はそう貴方に助言をしながら、
蜜壺で肉棒を締め付け、ざらざらとした感触で擦る。
そこまで言葉を続けると、ふふっと笑みをこぼした。",""
"<店員>
『まぁ、お客様はそれ以前の問題ですけれどね。
　そもそもおまんこの中が気持ちよすぎて、
　まともに腰を動かせていないのですから♡』",""
"<店員>
『腰の動かし方、なんて無用な教導でしたか。
　こんなおちんちんでイかせあいを望むところから、
　間違いだと言ってあげたほうがよかったですね♡』",""
"<店員>
『そもそもお客様では、
　まともなイかせあいの土俵にすら立てないんです。
　女性とそのような勝負はしないほうがいいですよ♡』",""
"店員は笑みを浮かべながら貴方を見下ろし、腰を振り続ける。
蜜壺に肉棒全体を吸い付かれ、絡めとられる感覚に、
貴方の我慢は屈しそうになり、腰が浮いてしまう。",""
"<店員>
『あら、また突き上げですか？
　…………いえ、これは違いますよね♡これはおまんこを、
　気持ちよくさせようとした動きではありませんもの♡』",""
"<店員>
『ただ気持ちよくて我慢できず、
　自然とそうなってしまった負けの証…♡
　そんなみっともない突き上げですよね♡』",""
"店員は勝ち誇るような笑みで貴方を見下ろし、
肉棒から精液を搾り取る様に一層激しく腰を動かす。
その腰の動きに我慢できず、
貴方はただされるがまま声を漏らして震えてしまう。",""
